season,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,label
1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,low
1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,low
1,1,0,3,1,2,0.1075,0.11933699999999998,0.414583,0.1847,low
1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,median
1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,median
1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,low
1,1,0,4,1,2,0.3825,0.381938,0.802917,0.18096700000000002,median
1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,median
1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,low
1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,low
1,1,1,1,0,1,0.19,0.190663,0.5225,0.23135799999999998,low
1,1,0,2,1,2,0.37304299999999996,0.36427800000000005,0.716087,0.34913,low
1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,median
1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,low
1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,low
1,1,0,1,1,2,0.218333,0.243058,0.91125,0.11070799999999999,low
1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,median
1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,median
1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,median
1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,median
1,2,0,5,1,1,0.313333,0.309346,0.526667,0.17849600000000002,median
1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,low
1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,low
1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,median
1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,median
1,2,0,3,1,2,0.25666700000000003,0.266421,0.722917,0.133721,low
1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,low
1,2,0,0,0,1,0.1275,0.101658,0.46458299999999997,0.40921199999999996,low
1,2,0,2,1,2,0.31916700000000003,0.333946,0.50875,0.141179,median
1,2,0,3,1,1,0.348333,0.35162899999999997,0.53125,0.1816,median
1,2,0,4,1,2,0.31666700000000003,0.330162,0.7529170000000001,0.091425,median
1,2,0,5,1,1,0.343333,0.35162899999999997,0.634583,0.205846,median
1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,median
1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,low
1,2,1,1,0,1,0.28,0.273391,0.507826,0.22908299999999998,median
1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,median
1,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,median
1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,high
1,2,0,5,1,2,0.4075,0.41097100000000003,0.7375,0.237567,median
1,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,low
1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,median
1,2,0,1,1,1,0.366667,0.357954,0.490833,0.26803299999999997,median
1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,median
1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,low
1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,median
1,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,median
1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,median
1,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,median
1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,median
1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,median
1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,median
1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,high
1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,median
1,3,0,6,0,1,0.2875,0.277767,0.35041700000000003,0.22575,median
1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,high
1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,high
1,3,0,3,1,1,0.5725,0.548617,0.507083,0.11506199999999998,high
1,3,0,5,1,2,0.43583299999999997,0.436229,0.842083,0.113192,median
1,3,0,0,0,2,0.4725,0.46399999999999997,0.81,0.126883,high
1,3,0,1,1,1,0.545,0.532821,0.72875,0.16231700000000002,high
1,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,high
2,3,0,3,1,2,0.531667,0.513258,0.82125,0.08955830000000001,high
2,3,0,4,1,1,0.554167,0.531567,0.83125,0.11756199999999999,high
2,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,high
2,3,0,6,0,2,0.5025,0.48673299999999997,0.885417,0.19278299999999998,median
2,3,0,1,1,1,0.445833,0.43875,0.477917,0.386821,high
2,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,high
2,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,high
2,3,0,4,1,1,0.494167,0.482304,0.43916700000000003,0.31965,high
2,3,0,6,0,2,0.424167,0.42170799999999997,0.738333,0.25061700000000003,high
2,4,0,0,0,2,0.425833,0.41728699999999996,0.67625,0.172267,high
2,4,0,1,1,1,0.433913,0.42751300000000003,0.5043479999999999,0.312139,high
2,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,high
2,4,0,5,1,1,0.403333,0.39076700000000003,0.377083,0.300388,high
2,4,0,6,0,1,0.4375,0.426129,0.25416700000000003,0.274871,high
2,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,high
2,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,high
2,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,high
2,4,0,3,1,1,0.348696,0.33727399999999996,0.46956499999999995,0.295274,median
2,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,high
2,4,0,5,1,1,0.4425,0.43180799999999997,0.408333,0.155471,high
2,4,0,6,0,1,0.495,0.487996,0.5029170000000001,0.190917,high
2,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129,high
2,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,high
2,4,0,3,1,2,0.463333,0.457038,0.569167,0.16791199999999998,median
2,4,0,4,1,1,0.49833299999999997,0.493046,0.6125,0.0659292,high
2,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,high
2,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,high
2,4,0,0,0,3,0.396667,0.389504,0.835417,0.344546,low
2,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,median
2,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,high
2,4,0,3,1,1,0.476667,0.470317,0.427917,0.11879200000000001,high
2,4,0,4,1,2,0.49833299999999997,0.483583,0.756667,0.176625,high
2,4,0,6,0,2,0.37666700000000003,0.377504,0.489583,0.129975,median
2,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,high
2,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,high
2,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,high
2,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,high
2,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,high
2,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,high
2,5,0,6,0,2,0.621667,0.584608,0.756667,0.15299200000000002,high
2,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,high
2,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,high
2,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,median
2,5,0,4,1,1,0.505833,0.49178299999999997,0.552083,0.31406300000000004,high
2,5,0,5,1,1,0.533333,0.520833,0.360417,0.23693699999999998,high
2,5,0,6,0,1,0.564167,0.544817,0.480417,0.12313299999999999,high
2,5,0,1,1,2,0.573333,0.5499,0.789583,0.21269200000000002,low
2,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,high
2,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,high
2,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,high
2,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,high
2,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,high
2,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,median
2,5,0,2,1,2,0.615,0.580825,0.765833,0.11816700000000001,high
2,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,high
2,5,0,5,1,1,0.68,0.627529,0.7470829999999999,0.14055,high
2,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,high
2,5,0,0,0,1,0.69,0.641425,0.697083,0.215171,high
2,5,0,2,1,1,0.7225,0.672992,0.6845829999999999,0.2954,high
2,6,0,5,1,2,0.654167,0.607962,0.755417,0.23756300000000002,median
2,6,0,6,0,1,0.583333,0.566288,0.549167,0.18656199999999998,high
2,6,0,0,0,1,0.6025,0.575133,0.49333299999999997,0.184087,high
2,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,high
2,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,high
2,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,high
2,6,0,5,1,1,0.649167,0.597862,0.467917,0.17538299999999998,high
2,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287,high
2,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,high
2,6,0,2,1,2,0.6533329999999999,0.597875,0.833333,0.21454600000000001,median
2,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,high
2,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,high
2,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,high
2,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,high
2,6,0,3,1,1,0.7825,0.720975,0.592083,0.11381199999999998,high
3,6,0,5,1,1,0.7775,0.724121,0.57375,0.182842,high
3,6,0,6,0,1,0.731667,0.652792,0.534583,0.179721,high
3,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525,high
3,6,0,1,1,1,0.7158329999999999,0.654042,0.504167,0.300383,high
3,6,0,2,1,1,0.630833,0.594704,0.37333299999999997,0.347642,high
3,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,high
3,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,high
3,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,high
3,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,high
3,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,high
3,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142,high
3,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,median
3,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,high
3,7,0,2,1,2,0.720833,0.664796,0.6675,0.15173699999999998,high
3,7,0,3,1,1,0.716667,0.650271,0.633333,0.15173299999999998,high
3,7,0,4,1,1,0.7158329999999999,0.654683,0.529583,0.146775,high
3,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,high
3,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,high
3,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,high
3,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,high
3,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,high
3,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,high
3,7,0,0,0,2,0.6675,0.623125,0.7625,0.09392080000000001,high
3,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683,high
3,7,0,3,1,1,0.724167,0.654054,0.45,0.1648,high
3,7,0,4,1,1,0.776667,0.739263,0.5966670000000001,0.28481300000000004,high
3,7,0,5,1,1,0.781667,0.734217,0.594583,0.15299200000000002,high
3,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,high
3,7,0,0,0,1,0.7216670000000001,0.667933,0.62375,0.170396,high
3,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,high
3,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,high
3,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,high
3,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,high
3,8,0,6,0,1,0.793333,0.751267,0.613333,0.257458,high
3,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421,high
3,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,high
3,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,high
3,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,high
3,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,high
3,8,0,5,1,2,0.7158329999999999,0.667942,0.7158329999999999,0.238813,high
3,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,high
3,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,high
3,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,high
3,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,high
3,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,high
3,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,high
3,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,high
3,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,median
3,8,0,1,1,2,0.635833,0.595967,0.734167,0.12997899999999998,high
3,8,0,2,1,1,0.649167,0.601025,0.67375,0.07277080000000001,high
3,8,0,4,1,1,0.695833,0.637008,0.635833,0.08459580000000001,high
3,8,0,5,1,2,0.7025,0.6471,0.615,0.07214580000000001,high
3,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,high
3,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,high
3,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,high
3,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,high
3,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,high
3,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,high
3,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,high
3,9,0,0,0,2,0.696667,0.649,0.815,0.06407080000000001,high
3,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,high
3,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,high
3,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,high
3,9,0,6,0,2,0.6591670000000001,0.611121,0.799167,0.281104,high
3,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,high
3,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,high
3,9,0,2,1,1,0.5775,0.554292,0.52,0.09205419999999999,high
3,9,0,3,1,1,0.599167,0.570075,0.577083,0.131846,high
3,9,0,4,1,1,0.6125,0.579558,0.637083,0.08272080000000001,high
3,9,0,5,1,1,0.633333,0.594083,0.6725,0.10386300000000001,high
3,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521,high
3,9,0,0,0,1,0.58,0.563125,0.57,0.09018330000000001,high
3,9,0,1,1,2,0.580833,0.55305,0.734583,0.15174200000000002,high
3,9,0,2,1,2,0.623333,0.565067,0.8725,0.357587,median
3,9,0,3,1,1,0.5525,0.540404,0.536667,0.215175,high
3,9,0,4,1,1,0.546667,0.532192,0.618333,0.11816700000000001,high
3,9,0,5,1,1,0.599167,0.571971,0.66875,0.154229,high
3,9,0,6,0,1,0.65,0.610488,0.646667,0.283583,high
4,9,0,0,0,1,0.529167,0.518933,0.46708299999999997,0.22325799999999998,high
4,9,0,1,1,1,0.514167,0.502513,0.492917,0.142404,high
4,9,0,2,1,1,0.55,0.544179,0.57,0.236321,high
4,9,0,3,1,1,0.635,0.5966130000000001,0.630833,0.2444,high
4,9,0,4,1,2,0.65,0.607975,0.690833,0.13434200000000002,high
4,9,0,5,1,2,0.619167,0.585863,0.69,0.164179,high
4,9,0,6,0,1,0.5425,0.530296,0.542917,0.227604,high
4,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958,high
4,10,0,1,1,2,0.520833,0.512,0.649167,0.09080419999999999,high
4,10,0,2,1,3,0.5908329999999999,0.542333,0.871667,0.104475,median
4,10,0,5,1,1,0.615,0.580187,0.6275,0.10635,high
4,10,0,6,0,1,0.554167,0.538521,0.664167,0.268025,high
4,10,0,0,0,2,0.415833,0.419813,0.708333,0.14116199999999998,median
4,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,high
4,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,high
4,10,0,3,1,1,0.514167,0.503142,0.630833,0.18782100000000002,high
4,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,high
4,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,high
4,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,high
4,10,0,0,0,1,0.521667,0.508204,0.640417,0.27861199999999997,high
4,10,0,1,1,2,0.561667,0.53915,0.7075,0.296037,high
4,10,0,2,1,1,0.468333,0.460846,0.558333,0.182221,high
4,10,0,4,1,2,0.5225,0.512625,0.728333,0.23693699999999998,high
4,10,0,5,1,2,0.563333,0.537896,0.815,0.134954,high
4,10,0,6,0,1,0.484167,0.472842,0.572917,0.11753699999999999,high
4,10,0,0,0,1,0.464167,0.456429,0.51,0.166054,high
4,10,0,1,1,1,0.4875,0.482942,0.568333,0.08148330000000001,high
4,10,0,2,1,1,0.544167,0.530304,0.641667,0.09454580000000001,high
4,10,0,3,1,1,0.5875,0.558721,0.63625,0.07277919999999999,high
4,10,0,5,1,2,0.545833,0.52275,0.807083,0.132467,high
4,10,0,0,0,2,0.4775,0.467771,0.694583,0.398008,median
4,10,0,1,1,3,0.44,0.4394,0.88,0.3582,low
4,10,0,3,1,2,0.3575,0.3611,0.666667,0.166667,high
4,11,0,4,1,2,0.365833,0.369942,0.581667,0.157346,high
4,11,0,5,1,1,0.355,0.356042,0.522083,0.266175,high
4,11,0,0,0,1,0.325833,0.329538,0.532917,0.179108,high
4,11,0,1,1,1,0.31916700000000003,0.308075,0.494167,0.236325,high
4,11,0,2,1,1,0.280833,0.281567,0.567083,0.173513,high
4,11,0,3,1,2,0.295833,0.274621,0.5475,0.304108,high
4,11,0,4,1,1,0.352174,0.341891,0.333478,0.347835,high
4,11,0,5,1,1,0.361667,0.35541300000000003,0.540833,0.214558,high
4,11,0,6,0,1,0.389167,0.393937,0.645417,0.05784580000000001,high
4,11,1,1,0,1,0.485,0.475383,0.741667,0.173517,high
4,11,0,2,1,2,0.343333,0.323225,0.662917,0.342046,median
4,11,0,4,1,2,0.321667,0.324492,0.620417,0.15298699999999998,high
4,11,0,5,1,1,0.345,0.347204,0.524583,0.171025,high
4,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,high
4,11,0,0,0,1,0.3425,0.337746,0.692917,0.22761199999999998,median
4,11,0,1,1,2,0.380833,0.375621,0.623333,0.235067,high
4,11,0,2,1,2,0.374167,0.38066700000000003,0.685,0.082725,high
4,11,1,4,0,1,0.34,0.350371,0.580417,0.05287080000000001,low
4,11,0,6,0,1,0.278333,0.24874200000000002,0.40458299999999997,0.376871,low
4,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505,low
4,11,0,1,1,1,0.313333,0.33900399999999997,0.535417,0.04665,high
4,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562,median
4,11,0,3,1,1,0.296667,0.28976199999999996,0.50625,0.210821,high
4,11,0,5,1,1,0.298333,0.323867,0.649583,0.05847080000000001,high
4,12,0,0,0,2,0.3475,0.35920799999999997,0.823333,0.12437899999999999,median
4,12,0,2,1,1,0.475833,0.46905399999999997,0.73375,0.174129,high
4,12,0,3,1,1,0.438333,0.428012,0.485,0.324021,high
4,12,0,4,1,1,0.255833,0.258204,0.50875,0.174754,high
4,12,0,5,1,2,0.320833,0.32195799999999997,0.764167,0.1306,high
4,12,0,6,0,2,0.38166700000000003,0.38950799999999997,0.91125,0.101379,high
4,12,0,0,0,2,0.384167,0.390146,0.905417,0.157975,median
4,12,0,1,1,2,0.43583299999999997,0.435575,0.925,0.190308,high
4,12,0,2,1,2,0.353333,0.338363,0.5966670000000001,0.296037,high
4,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937,high
4,12,0,5,1,1,0.281667,0.294192,0.642917,0.13122899999999998,high
4,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,high
4,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742,median
4,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583,median
4,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404,high
4,12,0,3,1,1,0.3325,0.34216199999999997,0.625417,0.184092,high
4,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,median
1,12,0,5,1,2,0.326667,0.301767,0.556667,0.37438299999999997,median
1,12,0,6,0,1,0.265833,0.23611300000000002,0.44125,0.407346,low
1,12,0,0,0,1,0.245833,0.259471,0.515417,0.13308299999999998,low
1,12,0,1,1,2,0.231304,0.2589,0.791304,0.07723039999999999,low
1,12,1,2,0,2,0.291304,0.29446500000000003,0.734783,0.168726,low
1,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546,low
1,12,0,4,1,2,0.25416700000000003,0.226642,0.652917,0.35013299999999997,low
1,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,median
1,12,0,0,0,1,0.255833,0.2317,0.483333,0.350754,low
1,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846,low
